packet_id,time_stamp,src_mac,dest_mac,src_ip,dest_ip,protoc,src_port,dest_port,port_categ,packet_categ,payload
0,2024-11-30 18:27:09,1c:57:dc:65:81:f2,1:0:5e:0:0:fb,10.192.67.245,224.0.0.251,UDP,5353,5353,Unknown,Other UDP Traffic,00 00 00 00 00 01 00 00 00 00 00 00 10 5f 73 70 6f 74 69 66 79 2d 63 6f 6e 6e 65 63 74 04 5f 74 63 70 05 6c 6f 63 61 6c 00 00 0c 00 01 
1,2024-11-30 18:27:09,1c:57:dc:65:81:f2,1:0:5e:7f:ff:fa,10.192.67.245,239.255.255.250,UDP,58905,1900,Unknown,Other UDP Traffic,4d 2d 53 45 41 52 43 48 20 2a 20 48 54 54 50 2f 31 2e 31 0d 0a 48 4f 53 54 3a 20 32 33 39 2e 32 35 35 2e 32 35 35 2e 32 35 30 3a 31 39 30 30 0d 0a 4d 41 4e 3a 20 22 73 73 64 70 3a 64 69 73 63 6f 76 65 72 22 0d 0a 4d 58 3a 20 31 0d 0a 53 54 3a 20 75 72 6e 3a 64 69 61 6c 2d 6d 75 6c 74 69 73 63 72 65 65 6e 2d 6f 72 67 3a 73 65 72 76 69 63 65 3a 64 69 61 6c 3a 31 0d 0a 0d 0a 
2,2024-11-30 18:27:09,d4:8d:26:f8:eb:d4,1c:57:dc:65:81:f2,10.192.67.75,10.192.67.245,UDP,37891,58905,Unknown,Other UDP Traffic,48 54 54 50 2f 31 2e 31 20 32 30 30 20 4f 4b 0d 0a 4c 6f 63 61 74 69 6f 6e 3a 20 68 74 74 70 3a 2f 2f 31 30 2e 31 39 32 2e 36 37 2e 37 35 3a 31 38 38 34 2f 0d 0a 43 61 63 68 65 2d 43 6f 6e 74 72 6f 6c 3a 20 6d 61 78 2d 61 67 65 3d 31 38 30 30 0d 0a 53 65 72 76 65 72 3a 20 57 65 62 4f 53 2f 31 2e 35 20 55 50 6e 50 2f 31 2e 30 20 77 65 62 4f 53 54 56 2f 31 2e 30 0d 0a 45 58 54 3a 20 0d 0a 55 53 4e 3a 20 75 75 69 64 3a 64 63 62 35 33 30 32 37 2d 63 32 62 64 2d 34 65 33 36 2d 39 31 32 66 2d 61 64 61 32 33 65 36 31 31 63 66 65 3a 3a 75 72 6e 3a 64 69 61 6c 2d 6d 75 6c 74 69 73 63 72 65 65 6e 2d 6f 72 67 3a 73 65 72 76 69 63 65 3a 64 69 61 6c 3a 31 0d 0a 53 54 3a 20 75 72 6e 3a 64 69 61 6c 2d 6d 75 6c 74 69 73 63 72 65 65 6e 2d 6f 72 67 3a 73 65 72 76 69 63 65 3a 64 69 61 6c 3a 31 0d 0a 44 61 74 65 3a 20 53 61 74 2c 20 33 30 20 4e 6f 76 20 32 30 32 34 20 31 37 3a 32 37 3a 30 38 20 47 4d 54 0d 0a 0d 0a 
3,2024-11-30 18:27:09,d4:8d:26:f8:eb:d4,1c:57:dc:65:81:f2,10.192.67.75,10.192.67.245,UDP,37891,58905,Unknown,Other UDP Traffic,48 54 54 50 2f 31 2e 31 20 32 30 30 20 4f 4b 0d 0a 4c 6f 63 61 74 69 6f 6e 3a 20 68 74 74 70 3a 2f 2f 31 30 2e 31 39 32 2e 36 37 2e 37 35 3a 31 38 38 34 2f 0d 0a 43 61 63 68 65 2d 43 6f 6e 74 72 6f 6c 3a 20 6d 61 78 2d 61 67 65 3d 31 38 30 30 0d 0a 53 65 72 76 65 72 3a 20 57 65 62 4f 53 2f 31 2e 35 20 55 50 6e 50 2f 31 2e 30 20 77 65 62 4f 53 54 56 2f 31 2e 30 0d 0a 45 58 54 3a 20 0d 0a 55 53 4e 3a 20 75 75 69 64 3a 64 63 62 35 33 30 32 37 2d 63 32 62 64 2d 34 65 33 36 2d 39 31 32 66 2d 61 64 61 32 33 65 36 31 31 63 66 65 3a 3a 75 72 6e 3a 64 69 61 6c 2d 6d 75 6c 74 69 73 63 72 65 65 6e 2d 6f 72 67 3a 73 65 72 76 69 63 65 3a 64 69 61 6c 3a 31 0d 0a 53 54 3a 20 75 72 6e 3a 64 69 61 6c 2d 6d 75 6c 74 69 73 63 72 65 65 6e 2d 6f 72 67 3a 73 65 72 76 69 63 65 3a 64 69 61 6c 3a 31 0d 0a 44 61 74 65 3a 20 53 61 74 2c 20 33 30 20 4e 6f 76 20 32 30 32 34 20 31 37 3a 32 37 3a 30 38 20 47 4d 54 0d 0a 0d 0a 
4,2024-11-30 18:27:09,1c:57:dc:65:81:f2,d4:8d:26:f8:eb:d4,10.192.67.245,10.192.67.75,TCP,53628,1884,Unknown,Other TCP Traffic,02 04 05 b4 01 03 03 06 01 01 08 0a 29 f5 01 93 00 00 00 00 04 02 00 00 
5,2024-11-30 18:27:09,d4:8d:26:f8:eb:d4,1c:57:dc:65:81:f2,10.192.67.75,10.192.67.245,TCP,1884,53628,Unknown,Other TCP Traffic,02 04 05 b4 04 02 08 0a 2c 81 fe 6c 29 f5 01 93 01 03 03 07 
6,2024-11-30 18:27:09,1c:57:dc:65:81:f2,d4:8d:26:f8:eb:d4,10.192.67.245,10.192.67.75,TCP,53628,1884,Unknown,Other TCP Traffic,01 01 08 0a 29 f5 01 98 2c 81 fe 6c 
7,2024-11-30 18:27:09,1c:57:dc:65:81:f2,d4:8d:26:f8:eb:d4,10.192.67.245,10.192.67.75,TCP,53628,1884,Unknown,Other TCP Traffic,01 01 08 0a 29 f5 01 98 2c 81 fe 6c 47 45 54 20 2f 20 48 54 54 50 2f 31 2e 31 0d 0a 43 6f 6e 6e 65 63 74 69 6f 6e 3a 20 6b 65 65 70 2d 61 6c 69 76 65 0d 0a 41 63 63 65 70 74 2d 45 6e 63 6f 64 69 6e 67 3a 20 67 7a 69 70 0d 0a 4b 65 65 70 2d 41 6c 69 76 65 3a 20 30 0d 0a 48 6f 73 74 3a 20 31 30 2e 31 39 32 2e 36 37 2e 37 35 3a 31 38 38 34 0d 0a 55 73 65 72 2d 41 67 65 6e 74 3a 20 53 70 6f 74 69 66 79 2f 31 32 35 31 30 30 33 34 35 20 4f 53 58 5f 41 52 4d 36 34 2f 30 20 28 4d 61 63 31 34 2c 32 29 0d 0a 0d 0a 
8,2024-11-30 18:27:09,d4:8d:26:f8:eb:d4,1c:57:dc:65:81:f2,10.192.67.75,10.192.67.245,TCP,1884,53628,Unknown,Other TCP Traffic,01 01 08 0a 2c 81 fe 71 29 f5 01 98 
9,2024-11-30 18:27:09,d4:8d:26:f8:eb:d4,1c:57:dc:65:81:f2,10.192.67.75,10.192.67.245,TCP,1884,53628,Unknown,Other TCP Traffic,01 01 08 0a 2c 81 fe 72 29 f5 01 98 48 54 54 50 2f 31 2e 31 20 32 30 30 20 4f 4b 0d 0a 44 61 74 65 3a 20 53 61 74 2c 20 33 30 20 4e 6f 76 20 32 30 32 34 20 31 37 3a 32 37 3a 30 38 20 47 4d 54 0d 0a 53 65 72 76 65 72 3a 20 57 65 62 4f 53 2f 31 2e 35 20 55 50 6e 50 2f 31 2e 30 20 77 65 62 4f 53 54 56 2f 31 2e 30 0d 0a 43 6f 6e 74 65 6e 74 2d 4c 65 6e 67 74 68 3a 20 31 32 32 35 0d 0a 43 6f 6e 74 65 6e 74 2d 54 79 70 65 3a 20 74 65 78 74 2f 78 6d 6c 3b 20 63 68 61 72 73 65 74 3d 22 75 74 66 2d 38 22 0d 0a 41 70 70 6c 69 63 61 74 69 6f 6e 2d 55 52 4c 3a 20 68 74 74 70 3a 2f 2f 31 30 2e 31 39 32 2e 36 37 2e 37 35 3a 33 36 38 36 36 2f 61 70 70 73 0d 0a 0d 0a 
10,2024-11-30 18:27:09,d4:8d:26:f8:eb:d4,1c:57:dc:65:81:f2,10.192.67.75,10.192.67.245,TCP,1884,53628,Unknown,Other TCP Traffic,01 01 08 0a 2c 81 fe 72 29 f5 01 98 3c 3f 78 6d 6c 20 76 65 72 73 69 6f 6e 3d 22 31 2e 30 22 20 65 6e 63 6f 64 69 6e 67 3d 22 55 54 46 2d 38 22 3f 3e 0d 0a 3c 72 6f 6f 74 20 78 6d 6c 6e 73 3d 22 75 72 6e 3a 73 63 68 65 6d 61 73 2d 75 70 6e 70 2d 6f 72 67 3a 64 65 76 69 63 65 2d 31 2d 30 22 20 78 6d 6c 6e 73 3a 64 6c 6e 61 3d 22 75 72 6e 3a 73 63 68 65 6d 61 73 2d 64 6c 6e 61 2d 6f 72 67 3a 64 65 76 69 63 65 2d 31 2d 30 22 3e 0d 0a 20 20 3c 73 70 65 63 56 65 72 73 69 6f 6e 3e 0d 0a 20 20 20 20 3c 6d 61 6a 6f 72 3e 31 3c 2f 6d 61 6a 6f 72 3e 0d 0a 20 20 20 20 3c 6d 69 6e 6f 72 3e 30 3c 2f 6d 69 6e 6f 72 3e 0d 0a 20 20 3c 2f 73 70 65 63 56 65 72 73 69 6f 6e 3e 0d 0a 20 20 3c 64 65 76 69 63 65 3e 0d 0a 20 20 20 20 3c 64 65 76 69 63 65 54 79 70 65 3e 75 72 6e 3a 64 69 61 6c 2d 6d 75 6c 74 69 73 63 72 65 65 6e 2d 6f 72 67 3a 73 65 72 76 69 63 65 3a 64 69 61 6c 3a 31 3c 2f 64 65 76 69 63 65 54 79 70 65 3e 0d 0a 20 20 20 20 3c 66 72 69 65 6e 64 6c 79 4e 61 6d 65 3e 5b 4c 47 5d 20 77 65 62 4f 53 20 54 56 20 4c 51 36 33 30 30 36 4c 41 3c 2f 66 72 69 65 6e 64 6c 79 4e 61 6d 65 3e 0d 0a 20 20 20 20 3c 6d 61 6e 75 66 61 63 74 75 72 65 72 3e 4c 47 3c 2f 6d 61 6e 75 66 61 63 74 75 72 65 72 3e 0d 0a 20 20 20 20 3c 6d 61 6e 75 66 61 63 74 75 72 65 72 55 52 4c 3e 68 74 74 70 3a 2f 2f 77 77 77 2e 6c 67 65 2e 63 6f 6d 3c 2f 6d 61 6e 75 66 61 63 74 75 72 65 72 55 52 4c 3e 0d 0a 20 20 20 20 3c 6d 6f 64 65 6c 44 65 73 63 72 69 70 74 69 6f 6e 3e 3c 2f 6d 6f 64 65 6c 44 65 73 63 72 69 70 74 69 6f 6e 3e 0d 0a 20 20 20 20 3c 6d 6f 64 65 6c 4e 61 6d 65 3e 33 32 4c 51 36 33 30 30 36 4c 41 3c 2f 6d 6f 64 65 6c 4e 61 6d 65 3e 0d 0a 20 20 20 20 3c 6d 6f 64 65 6c 55 52 4c 3e 68 74 74 70 3a 2f 2f 77 77 77 2e 6c 67 65 2e 63 6f 6d 3c 2f 6d 6f 64 65 6c 55 52 4c 3e 0d 0a 20 20 20 20 3c 6d 6f 64 65 6c 4e 75 6d 62 65 72 3e 57 45 42 4f 53 3c 2f 6d 6f 64 65 6c 4e 75 6d 62 65 72 3e 0d 0a 20 20 20 20 3c 73 65 72 69 61 6c 4e 75 6d 62 65 72 3e 3c 2f 73 65 72 69 61 6c 4e 75 6d 62 65 72 3e 0d 0a 20 20 20 20 3c 55 44 4e 3e 75 75 69 64 3a 64 63 62 35 33 30 32 37 2d 63 32 62 64 2d 34 65 33 36 2d 39 31 32 66 2d 61 64 61 32 33 65 36 31 31 63 66 65 3c 2f 55 44 4e 3e 0d 0a 20 20 20 20 3c 73 65 72 76 69 63 65 4c 69 73 74 3e 0d 0a 20 20 20 20 20 20 3c 73 65 72 76 69 63 65 3e 0d 0a 20 20 20 20 20 20 20 20 3c 73 65 72 76 69 63 65 54 79 70 65 3e 75 72 6e 3a 64 69 61 6c 2d 6d 75 6c 74 69 73 63 72 65 65 6e 2d 6f 72 67 3a 73 65 72 76 69 63 65 3a 64 69 61 6c 3a 31 3c 2f 73 65 72 76 69 63 65 54 79 70 65 3e 0d 0a 20 20 20 20 20 20 20 20 3c 73 65 72 76 69 63 65 49 64 3e 75 72 6e 3a 64 69 61 6c 2d 6d 75 6c 74 69 73 63 72 65 65 6e 2d 6f 72 67 3a 73 65 72 76 69 63 65 49 64 3a 64 69 61 6c 3c 2f 73 65 72 76 69 63 65 49 64 3e 0d 0a 20 20 20 20 20 20 20 20 3c 53 43 50 44 55 52 4c 3e 2f 57 65 62 4f 53 5f 44 69 61 6c 2f 64 63 62 35 33 30 32 37 2d 63 32 62 64 2d 34 65 33 36 2d 39 31 32 66 2d 61 64 61 32 33 65 36 31 31 63 66 65 2f 73 00 00 ed 4a 4b 67 b3 93 03 00 42 00 00 00 42 00 00 00 12 00 d4 8d 26 f8 eb d4 1c 57 dc 65 81 f2 08 00 45 00 00 34 00 00 40 00 40 06 9e 04 0a c0 43 f5 0a c0 43 4b d1 7c 07 5c ef 9e 24 ef ed dc c1 82 80 10 07 f4 de ba 00 00 01 01 08 0a 29 f5 01 9f 2c 81 fe 72 ed 4a 4b 67 2a 5f 04 00 42 00 00 00 42 00 00 00 12 00 d4 8d 26 f8 eb d4 1c 57 dc 65 81 f2 08 00 45 00 00 34 00 00 40 00 40 06 9e 04 0a c0 43 f5 0a c0 43 4b d1 7c 07 5c ef 9e 24 ef ed dc c1 82 80 11 08 00 de 79 00 00 01 01 08 0a 29 f5 01 d3 2c 81 fe 72 ed 4a 4b 67 ba 5f 04 00 4e 00 00 00 4e 00 00 00 12 00 d4 8d 26 f8 eb d4 1c 57 dc 65 81 f2 08 00 45 00 00 40 00 00 40 00 40 06 9d f8 0a c0 43 f5 0a c0 43 4b d1 7d 90 02 71 91 28 27 00 00 00 00 b0 02 ff ff 4f 57 00 00 02 04 05 b4 01 03 03 06 01 01 08 0a 7c 83 d3 28 00 00 00 00 04 02 00 00 ed 
11,2024-11-30 18:27:09,1c:57:dc:65:81:f2,d4:8d:26:f8:eb:d4,10.192.67.245,10.192.67.75,TCP,53628,1884,Unknown,Other TCP Traffic,01 01 08 0a 29 f5 01 9f 2c 81 fe 72 
12,2024-11-30 18:27:09,1c:57:dc:65:81:f2,d4:8d:26:f8:eb:d4,10.192.67.245,10.192.67.75,TCP,53628,1884,Unknown,Other TCP Traffic,01 01 08 0a 29 f5 01 d3 2c 81 fe 72 
13,2024-11-30 18:27:09,1c:57:dc:65:81:f2,d4:8d:26:f8:eb:d4,10.192.67.245,10.192.67.75,TCP,53629,36866,Unknown,Other TCP Traffic,02 04 05 b4 01 03 03 06 01 01 08 0a 7c 83 d3 28 00 00 00 00 04 02 00 00 
14,2024-11-30 18:27:09,d4:8d:26:f8:eb:d4,1c:57:dc:65:81:f2,10.192.67.75,10.192.67.245,TCP,1884,53628,Unknown,Other TCP Traffic,01 01 08 0a 2c 81 fe ac 29 f5 01 d3 
15,2024-11-30 18:27:09,1c:57:dc:65:81:f2,d4:8d:26:f8:eb:d4,10.192.67.245,10.192.67.75,TCP,53628,1884,Unknown,Other TCP Traffic,01 01 08 0a 29 f5 01 d9 2c 81 fe ac 
16,2024-11-30 18:27:09,d4:8d:26:f8:eb:d4,1c:57:dc:65:81:f2,10.192.67.75,10.192.67.245,TCP,36866,53629,Unknown,Other TCP Traffic,02 04 05 b4 04 02 08 0a 2c 81 fe af 7c 83 d3 28 01 03 03 07 
17,2024-11-30 18:27:09,1c:57:dc:65:81:f2,d4:8d:26:f8:eb:d4,10.192.67.245,10.192.67.75,TCP,53629,36866,Unknown,Other TCP Traffic,01 01 08 0a 7c 83 d3 31 2c 81 fe af 
18,2024-11-30 18:27:09,1c:57:dc:65:81:f2,d4:8d:26:f8:eb:d4,10.192.67.245,10.192.67.75,TCP,53629,36866,Unknown,Other TCP Traffic,01 01 08 0a 7c 83 d3 31 2c 81 fe af 47 45 54 20 2f 61 70 70 73 2f 63 6f 6d 2e 73 70 6f 74 69 66 79 2e 53 70 6f 74 69 66 79 2e 54 56 76 32 20 48 54 54 50 2f 31 2e 31 0d 0a 43 6f 6e 6e 65 63 74 69 6f 6e 3a 20 6b 65 65 70 2d 61 6c 69 76 65 0d 0a 41 63 63 65 70 74 2d 45 6e 63 6f 64 69 6e 67 3a 20 67 7a 69 70 0d 0a 4b 65 65 70 2d 41 6c 69 76 65 3a 20 30 0d 0a 48 6f 73 74 3a 20 31 30 2e 31 39 32 2e 36 37 2e 37 35 3a 33 36 38 36 36 0d 0a 55 73 65 72 2d 41 67 65 6e 74 3a 20 53 70 6f 74 69 66 79 2f 31 32 35 31 30 30 33 34 35 20 4f 53 58 5f 41 52 4d 36 34 2f 30 20 28 4d 61 63 31 34 2c 32 29 0d 0a 0d 0a 
19,2024-11-30 18:27:09,d4:8d:26:f8:eb:d4,1c:57:dc:65:81:f2,10.192.67.75,10.192.67.245,TCP,36866,53629,Unknown,Other TCP Traffic,01 01 08 0a 2c 81 fe b6 7c 83 d3 31 
20,2024-11-30 18:27:09,dc:e9:94:f2:25:86,1:0:5e:0:0:fb,10.192.67.149,224.0.0.251,UDP,5353,5353,Unknown,Other UDP Traffic,00 00 84 00 00 00 00 01 00 00 00 05 10 5f 73 70 6f 74 69 66 79 2d 63 6f 6e 6e 65 63 74 04 5f 74 63 70 05 6c 6f 63 61 6c 00 00 0c 00 01 00 00 11 94 00 0e 0b 53 70 5a 63 2d 39 45 30 33 36 31 c0 0c c0 33 00 10 80 01 00 00 11 94 00 0e 0d 43 50 61 74 68 3d 2f 73 70 43 6f 6e 6e 0a 50 53 35 2d 39 45 30 33 36 31 c0 22 00 01 80 01 00 00 00 78 00 04 0a c0 43 95 c0 33 00 21 80 01 00 00 00 78 00 08 00 00 00 00 a3 48 c0 5b c0 33 00 2f 80 01 00 00 11 94 00 09 c0 33 00 05 00 00 80 00 40 c0 5b 00 2f 80 01 00 00 00 78 00 05 c0 5b 00 01 40 
21,2024-11-30 18:27:09,d4:8d:26:f8:eb:d4,1c:57:dc:65:81:f2,10.192.67.75,10.192.67.245,TCP,36866,53629,Unknown,Other TCP Traffic,01 01 08 0a 2c 81 fe db 7c 83 d3 31 48 54 54 50 2f 31 2e 31 20 34 30 34 20 4e 6f 74 20 46 6f 75 6e 64 0d 0a 41 63 63 65 73 73 2d 43 6f 6e 74 72 6f 6c 2d 41 6c 6c 6f 77 2d 4f 72 69 67 69 6e 3a 20 0d 0a 44 61 74 65 3a 20 53 61 74 2c 20 33 30 20 4e 6f 76 20 32 30 32 34 20 31 37 3a 32 37 3a 30 38 20 47 4d 54 0d 0a 43 6f 6e 6e 65 63 74 69 6f 6e 3a 20 6b 65 65 70 2d 61 6c 69 76 65 0d 0a 4b 65 65 70 2d 41 6c 69 76 65 3a 20 74 69 6d 65 6f 75 74 3d 35 0d 0a 54 72 61 6e 73 66 65 72 2d 45 6e 63 6f 64 69 6e 67 3a 20 63 68 75 6e 6b 65 64 0d 0a 0d 0a 30 0d 0a 0d 0a 
22,2024-11-30 18:27:09,1c:57:dc:65:81:f2,d4:8d:26:f8:eb:d4,10.192.67.245,10.192.67.75,TCP,53629,36866,Unknown,Other TCP Traffic,01 01 08 0a 7c 83 d3 5d 2c 81 fe db 
23,2024-11-30 18:27:09,1c:57:dc:65:81:f2,d4:8d:26:f8:eb:d4,10.192.67.245,10.192.67.75,TCP,53629,36866,Unknown,Other TCP Traffic,01 01 08 0a 7c 83 d3 90 2c 81 fe db 
24,2024-11-30 18:27:09,d4:8d:26:f8:eb:d4,1c:57:dc:65:81:f2,10.192.67.75,10.192.67.245,TCP,36866,53629,Unknown,Other TCP Traffic,01 01 08 0a 2c 81 ff 14 7c 83 d3 90 
25,2024-11-30 18:27:09,1c:57:dc:65:81:f2,d4:8d:26:f8:eb:d4,10.192.67.245,10.192.67.75,TCP,53629,36866,Unknown,Other TCP Traffic,01 01 08 0a 7c 83 d3 96 2c 81 ff 14 
26,2024-11-30 18:27:09,d4:8d:26:f8:eb:d4,1c:57:dc:65:81:f2,10.192.67.75,10.192.67.245,UDP,37891,58905,Unknown,Other UDP Traffic,48 54 54 50 2f 31 2e 31 20 32 30 30 20 4f 4b 0d 0a 4c 6f 63 61 74 69 6f 6e 3a 20 68 74 74 70 3a 2f 2f 31 30 2e 31 39 32 2e 36 37 2e 37 35 3a 31 38 38 34 2f 0d 0a 43 61 63 68 65 2d 43 6f 6e 74 72 6f 6c 3a 20 6d 61 78 2d 61 67 65 3d 31 38 30 30 0d 0a 53 65 72 76 65 72 3a 20 57 65 62 4f 53 2f 31 2e 35 20 55 50 6e 50 2f 31 2e 30 20 77 65 62 4f 53 54 56 2f 31 2e 30 0d 0a 45 58 54 3a 20 0d 0a 55 53 4e 3a 20 75 75 69 64 3a 64 63 62 35 33 30 32 37 2d 63 32 62 64 2d 34 65 33 36 2d 39 31 32 66 2d 61 64 61 32 33 65 36 31 31 63 66 65 3a 3a 75 72 6e 3a 64 69 61 6c 2d 6d 75 6c 74 69 73 63 72 65 65 6e 2d 6f 72 67 3a 73 65 72 76 69 63 65 3a 64 69 61 6c 3a 31 0d 0a 53 54 3a 20 75 72 6e 3a 64 69 61 6c 2d 6d 75 6c 74 69 73 63 72 65 65 6e 2d 6f 72 67 3a 73 65 72 76 69 63 65 3a 64 69 61 6c 3a 31 0d 0a 44 61 74 65 3a 20 53 61 74 2c 20 33 30 20 4e 6f 76 20 32 30 32 34 20 31 37 3a 32 37 3a 30 38 20 47 4d 54 0d 0a 0d 0a 
27,2024-11-30 18:27:09,d4:8d:26:f8:eb:d4,1c:57:dc:65:81:f2,10.192.67.75,10.192.67.245,UDP,37891,58905,Unknown,Other UDP Traffic,48 54 54 50 2f 31 2e 31 20 32 30 30 20 4f 4b 0d 0a 4c 6f 63 61 74 69 6f 6e 3a 20 68 74 74 70 3a 2f 2f 31 30 2e 31 39 32 2e 36 37 2e 37 35 3a 31 38 38 34 2f 0d 0a 43 61 63 68 65 2d 43 6f 6e 74 72 6f 6c 3a 20 6d 61 78 2d 61 67 65 3d 31 38 30 30 0d 0a 53 65 72 76 65 72 3a 20 57 65 62 4f 53 2f 31 2e 35 20 55 50 6e 50 2f 31 2e 30 20 77 65 62 4f 53 54 56 2f 31 2e 30 0d 0a 45 58 54 3a 20 0d 0a 55 53 4e 3a 20 75 75 69 64 3a 64 63 62 35 33 30 32 37 2d 63 32 62 64 2d 34 65 33 36 2d 39 31 32 66 2d 61 64 61 32 33 65 36 31 31 63 66 65 3a 3a 75 72 6e 3a 64 69 61 6c 2d 6d 75 6c 74 69 73 63 72 65 65 6e 2d 6f 72 67 3a 73 65 72 76 69 63 65 3a 64 69 61 6c 3a 31 0d 0a 53 54 3a 20 75 72 6e 3a 64 69 61 6c 2d 6d 75 6c 74 69 73 63 72 65 65 6e 2d 6f 72 67 3a 73 65 72 76 69 63 65 3a 64 69 61 6c 3a 31 0d 0a 44 61 74 65 3a 20 53 61 74 2c 20 33 30 20 4e 6f 76 20 32 30 32 34 20 31 37 3a 32 37 3a 30 38 20 47 4d 54 0d 0a 0d 0a 
28,2024-11-30 18:27:09,8:12:a5:dc:3b:6d,1c:57:dc:65:81:f2,10.192.67.31,10.192.67.245,UDP,60000,58905,Unknown,Other UDP Traffic,48 54 54 50 2f 31 2e 31 20 32 30 30 20 4f 4b 0d 0a 55 53 4e 3a 20 75 75 69 64 3a 37 61 35 65 32 34 36 65 2d 31 62 36 63 2d 33 33 64 34 2d 62 32 35 34 2d 38 37 37 61 66 65 34 62 33 33 35 39 3a 3a 75 72 6e 3a 64 69 61 6c 2d 6d 75 6c 74 69 73 63 72 65 65 6e 2d 6f 72 67 3a 73 65 72 76 69 63 65 3a 64 69 61 6c 3a 31 0d 0a 43 41 43 48 45 2d 43 4f 4e 54 52 4f 4c 3a 20 6d 61 78 2d 61 67 65 3d 31 38 30 30 0d 0a 45 58 54 3a 20 0d 0a 53 54 3a 20 75 72 6e 3a 64 69 61 6c 2d 6d 75 6c 74 69 73 63 72 65 65 6e 2d 6f 72 67 3a 73 65 72 76 69 63 65 3a 64 69 61 6c 3a 31 0d 0a 4c 4f 43 41 54 49 4f 4e 3a 20 68 74 74 70 3a 2f 2f 31 30 2e 31 39 32 2e 36 37 2e 33 31 3a 36 30 30 30 30 2f 75 70 6e 70 2f 64 65 76 2f 37 61 35 65 32 34 36 65 2d 31 62 36 63 2d 33 33 64 34 2d 62 32 35 34 2d 38 37 37 61 66 65 34 62 33 33 35 39 2f 64 65 73 63 0d 0a 53 45 52 56 45 52 3a 20 4c 69 6e 75 78 2f 34 2e 39 2e 37 37 2d 67 30 39 30 37 65 35 34 2d 64 69 72 74 79 20 55 50 6e 50 2f 31 2e 30 20 43 6c 69 6e 67 2f 32 2e 30 0d 0a 57 41 4b 45 55 50 3a 20 4d 41 43 3d 30 38 3a 31 32 3a 61 35 3a 64 63 3a 33 62 3a 36 64 3b 54 69 6d 65 6f 75 74 3d 33 35 0d 0a 0d 0a 
29,2024-11-30 18:27:09,1c:57:dc:65:81:f2,8:12:a5:dc:3b:6d,10.192.67.245,10.192.67.31,TCP,53630,60000,Unknown,Other TCP Traffic,02 04 05 b4 01 03 03 06 01 01 08 0a a4 22 7c 50 00 00 00 00 04 02 00 00 
30,2024-11-30 18:27:09,8:12:a5:dc:3b:6d,1c:57:dc:65:81:f2,10.192.67.31,10.192.67.245,TCP,60000,53630,Unknown,Other TCP Traffic,02 04 05 b4 04 02 08 0a 00 3a c0 89 a4 22 7c 50 01 03 03 06 
31,2024-11-30 18:27:09,1c:57:dc:65:81:f2,8:12:a5:dc:3b:6d,10.192.67.245,10.192.67.31,TCP,53630,60000,Unknown,Other TCP Traffic,01 01 08 0a a4 22 7c 57 00 3a c0 89 
32,2024-11-30 18:27:09,1c:57:dc:65:81:f2,8:12:a5:dc:3b:6d,10.192.67.245,10.192.67.31,TCP,53630,60000,Unknown,Other TCP Traffic,01 01 08 0a a4 22 7c 57 00 3a c0 89 47 45 54 20 2f 75 70 6e 70 2f 64 65 76 2f 37 61 35 65 32 34 36 65 2d 31 62 36 63 2d 33 33 64 34 2d 62 32 35 34 2d 38 37 37 61 66 65 34 62 33 33 35 39 2f 64 65 73 63 20 48 54 54 50 2f 31 2e 31 0d 0a 43 6f 6e 6e 65 63 74 69 6f 6e 3a 20 6b 65 65 70 2d 61 6c 69 76 65 0d 0a 41 63 63 65 70 74 2d 45 6e 63 6f 64 69 6e 67 3a 20 67 7a 69 70 0d 0a 4b 65 65 70 2d 41 6c 69 76 65 3a 20 30 0d 0a 48 6f 73 74 3a 20 31 30 2e 31 39 32 2e 36 37 2e 33 31 3a 36 30 30 30 30 0d 0a 55 73 65 72 2d 41 67 65 6e 74 3a 20 53 70 6f 74 69 66 79 2f 31 32 35 31 30 30 33 34 35 20 4f 53 58 5f 41 52 4d 36 34 2f 30 20 28 4d 61 63 31 34 2c 32 29 0d 0a 0d 0a 
33,2024-11-30 18:27:09,8:12:a5:dc:3b:6d,1c:57:dc:65:81:f2,10.192.67.31,10.192.67.245,TCP,60000,53630,Unknown,Other TCP Traffic,01 01 08 0a 00 3a c0 89 a4 22 7c 57 
